id,Skill_Rating,Skill,Worker
1225,5,Bayesian Networks,163
1226,2,K - means,163
1227,3,Machine Learning,164
1228,4,AWS,165
1229,1,Lambda,165
1230,1,Cloud formation,165
1231,5,ETL,165
1232,1,R Programming,165
1233,3,Python,165
1234,3,API Gateway,165
1235,3,Azure DevOps,165
1236,2,Computer science,166
1237,4,Enterprise applications,166
1238,2,Open source,166
1239,4,Analytics,166
1240,5,SQL,166
1241,1,Computer languages,166
1242,5,Simulation,166
1243,1,Debugging,166
1244,1,Unix,167
1245,3,VMware,167
1246,3,Networking,167
1247,1,Virtualization,167
1248,4,SQL,167
1249,1,IT Skills,167
1250,2,Python,167
1251,5,Machine Learning,167
1252,3,CNN,168
1253,4,deep AI,168
1254,5,Python,168
1255,3,keras,168
1256,1,tensorflow,168
1257,4,machine learning,168
1258,5,LSTM,168
1259,5,NLP,168
1260,2,IT Skills,169
1261,2,Python,169
1262,5,Testing,169
1263,3,Cloud,169
1264,5,Big Data,169
1265,3,AWS,169
1266,3,Tableau,169
1267,4,Computer vision,169
1268,5,machine learning,170
1269,1,Python,170
1270,2,tensorflow,170
1271,4,Artificial Intelligence,170
1272,4,Natural Language Processing,170
1273,1,Neural Networks,170
1274,1,Python,171
1275,2,R,171
1276,3,Statistical Analysis,171
1277,4,Data Analytics,171
1278,2,CICD,171
1279,4,Net Core,171
1280,1,Machine learning,171
1281,2,DevOps,171
1282,4,data management,172
1283,5,Cluster analysis,172
1284,3,PyTorch,172
1285,1,Mining,172
1286,3,analytical,172
1287,5,R,172
1288,5,Theano,172
1289,3,Logistic Regression,172
1290,3,machine learning,173
1291,3,predictive modelling,173
1292,3,IT Skills,173
1293,3,Bayesian,173
1294,1,Decision Trees,173
1295,4,Clustering,173
1296,2,Statistics,173
1297,2,Random Forest,173
1298,2,data science,174
1299,4,statistical modeling,174
1300,1,problem solving,174
1301,1,IT Skills,174
1302,5,Strategic Thinking,174
1303,5,Spark,175
1304,2,Apache Kafka,175
1305,5,Hive,175
1306,1,Python,175
1307,4,Pig,175
1308,5,Impala,175
1309,5,Scala,175
1310,1,data analysis,175
1311,2,deep learning,176
1312,5,python,176
1313,5,machine learning,176
1314,1,written communication,176
1315,4,verbal,176
1316,1,Pyspark,176
1317,4,IT Skills,176
1318,1,time series analysis,176
1319,1,nlp,177
1320,1,pyspark,177
1321,4,machine learning,177
1322,5,IT Skills,177
1323,4,Data Science,177
1324,2,Cloud,177
1325,4,AWS,177
1326,5,Azure,177
1327,4,data science,178
1328,4,IT Skills,178
1329,1,Machine Learning,178
1330,2,Quantitative Analysis,178
1331,5,data analysis,178
1332,1,data mining,178
1333,5,predictive modeling,178
1334,3,statistical modeling,178
1335,3,Deep Learning,179
1336,2,data analysis,179
1337,2,Machine Learning,179
1338,1,artificial intelligence,179
1339,4,data science,179
1340,2,Computer Vision,179
1341,4,MongoDB,179
1342,3,MySQL,179
1343,2,python,180
1344,2,R Program,180
1345,4,Data Visualization,180
1346,2,data analysis,180
1347,1,analytical,180
1348,4,R,180
1349,5,RDBMS,180
1350,5,data mining,180
1351,1,Machine Learning,181
1352,2,IT Skills,181
1353,3,Data Science,181
1354,2,Cloud,181
1355,4,AWS,181
1356,4,Azure,181
1357,1,NLP,181
1358,4,PySpark,181
1359,1,data analytics,182
1360,3,Data Science,182
1361,5,R,182
1362,5,Data Scientist,182
1363,2,predictive modeling,182
1364,1,Data Management,182
1365,2,Data Modeling,182
1366,1,Machine Learning,182
1367,1,Data Scientist,183
1368,3,data management,183
1369,2,modeling,183
1370,3,data analytics,183
1371,3,Project Management,183
1372,5,problem-solving,183
1373,1,communication skills,183
1374,4,data analytics,184
1375,3,Data Science,184
1376,1,Data Management,184
1377,4,Data Modeling,184
1378,3,Machine Learning,184
1379,3,Analytics,184
1380,1,Data scientist,185
1381,2,Product management,186
1382,5,Logistic regression,186
1383,5,data science,186
1384,5,Analytical,186
1385,3,Machine learning,186
1386,4,Agile,186
1387,5,MongoDB,186
1388,5,Customer engagement,186
1389,4,IT Skills,187
1390,2,Python,187
1391,1,Data Science,187
1392,5,Cloud,187
1393,1,Big Data,187
1394,1,AWS,187
1395,2,Tableau,187
1396,3,Backend,187
1397,1,IT Skills,188
1398,4,Java,188
1399,2,Python,188
1400,5,Software Development,188
1401,3,Testing,188
1402,4,Machine Learning,188
1403,1,Javascript,188
1404,4,Text mining,188
1405,5,Process optimization,189
1406,4,Data management,189
1407,1,Data modeling,189
1408,5,Project management,189
1409,5,Analytical,189
1410,3,Build management,189
1411,4,Risk management,189
1412,5,Release management,189
1413,4,Data Science,190
1414,4,Artificial Intelligence,190
1415,1,Machine Learning,190
1416,4,Python,190
1417,3,IT Skills,190
1418,3,Use Cases,190
1419,2,Automation,191
1420,5,Analytical,191
1421,2,Machine learning,191
1422,1,Assistant Vice President Operations,191
1423,2,Warehouse design,191
1424,2,SQL development,191
1425,4,Data warehousing,191
1426,1,Python,191
1427,2,IT Skills,192
1428,5,Java,192
1429,1,Python,192
1430,5,Machine Learning,192
1431,1,Javascript,192
1432,1,Data Scientist,192
1433,3,image processing,193
1434,2,python,193
1435,3,machine learning,193
1436,4,Deep Learning,193
1437,1,Python,194
1438,1,Procurement,194
1439,4,Computer science,194
1440,4,Software design,194
1441,3,SAP,194
1442,4,Coding,194
1443,2,Agile,194
1444,5,Data mining,194
1445,3,python,195
1446,2,Natural Language Processing,195
1447,3,machine learning,195
1448,1,IT Skills,195
1449,3,Java,195
1450,1,J2EE,195
1451,4,Software Development,195
1452,2,Testing,195
1453,4,SAS model development,196
1454,4,Python,196
1455,2,IT Skills,196
1456,5,Python skills,196
1457,3,SAS model,196
1458,2,Azure,197
1459,5,IT Skills,197
1460,5,building DS solutions,197
1461,1,Microsoft,197
1462,1,EDC,198
1463,2,Consulting,198
1464,4,Clinical research,198
1465,4,Life sciences,198
1466,5,Pharmacovigilance,198
1467,4,Data validation,198
1468,5,Project initiation,198
1469,2,Clinical trials,198
1470,1,excel,199
1471,1,524,199
1472,5,power bi,199
1473,5,sql,199
1474,1,python,200
1475,5,C++,200
1476,2,r,200
1477,5,machine learning,200
1478,5,programming,200
1479,2,analytical,200
1480,5,C,200
1481,1,analytics,200
1482,3,deep learning,201
1483,5,python,201
1484,3,data science,201
1485,1,SAS,201
1486,4,analytical,201
1487,3,R,201
1488,5,PySpark,201
1489,1,Hive,201
1490,4,SAS,202
1491,3,Predictive Modeling,202
1492,1,Data Science,202
1493,3,NLP,202
1494,1,Data Scientist,202
1495,5,Statistical Modeling,202
1496,4,Data Analytics,202
1497,5,Machine Learning,202
1498,4,MySQL,203
1499,4,Power BI,203
1500,4,Tableau,203
1501,3,Machine Learning,203
1502,5,Statistics,203
1503,3,Analytics,203
1504,5,SQL,203
1505,2,Data Science,203
1506,3,NoSQL,204
1507,2,SQL Server,204
1508,4,LSTM,204
1509,3,LDA,204
1510,5,Cassandra,204
1511,4,Semantic Hashing,204
1512,4,MongoDB,204
1513,3,HTML Canvas,204
1514,5,Python,205
1515,2,Java,205
1516,3,C/C++,205
1517,1,R,205
1518,4,Statistical analysis,205
1519,3,Big Data,205
1520,1,Data Visualization,205
1521,3,Machine Learning,205
1522,3,data science,206
1523,3,Computer science,206
1524,5,Machine learning,206
1525,2,Natural language processing,206
1526,4,Data mining,206
1527,4,Business solutions,206
1528,2,MATLAB,206
1529,2,Analytics,206
1530,2,Data Services,207
1531,4,Automation,207
1532,4,Prototype,207
1533,2,Analytical,207
1534,5,Formulation,207
1535,3,Business Process,207
1536,2,Operations Research,207
1537,2,Consulting,207
1538,4,Unix,208
1539,1,semiconductor,208
1540,5,JMP,208
1541,5,analyzing data,208
1542,2,statistical analysis,208
1543,1,Multivariate Analysis,208
1544,3,Statistical Programming,208
1545,4,Statistics,208
1546,5,Data Structures And Algorithm Design,209
1547,5,SQL Database,209
1548,5,Python,209
1549,4,Tensor flow,209
1550,2,Open CV,209
1551,3,IT Skills,209
1552,5,Springboot Java,209
1553,2,Angular JS,209
1554,2,Automation,210
1555,2,data science,210
1556,5,Information security,210
1557,3,Finance,210
1558,2,Machine learning,210
1559,2,Open source,210
1560,5,Virtualization,210
1561,2,SQL,210
1562,3,Data Science,211
1563,5,Machine Learning,211
1564,2,Python,211
1565,4,Predictive Modeling,212
1566,2,Hypothesis Testing,212
1567,1,SEO,212
1568,5,ASO,212
1569,4,Philosophy,212
1570,2,Python,212
1571,5,SQL,212
1572,5,Data Science,213
1573,4,SQL,213
1574,1,Logistic regression,214
1575,1,Basic,214
1576,4,Machine learning,214
1577,1,SQL,214
1578,3,Python,214
1579,5,data science,215
1580,5,Underwriting,215
1581,3,Finance,215
1582,1,Machine learning,215
1583,2,Agile,215
1584,3,Manager Technology,215
1585,1,Actuarial,215
1586,2,Natural language processing,215
1587,5,Computer science,216
1588,5,advanced analytics,216
1589,1,SDS,216
1590,5,data science,216
1591,3,Artificial Intelligence,216
1592,2,Project management,216
1593,2,Machine learning,216
1594,2,Management consulting,216
1595,5,Data Science,217
1596,1,Business Intelligence,217
1597,5,R,217
1598,1,Data Scientist,217
1599,3,C + +,217
1600,2,Hadoop,217
1601,1,Data Mining,217
1602,4,Data Visualization,217
1603,5,IT Skills,218
1604,5,Python,218
1605,1,Software Development,218
1606,3,Testing,218
1607,3,Data Science,218
1608,4,Machine Learning,218
1609,5,Cloud,218
1610,4,Product management,218
1611,2,IT Skills,219
1612,3,Python,219
1613,5,Data Science,219
1614,3,Machine Learning,219
1615,3,Big Data,219
1616,4,Supply chain,219
1617,3,Data analysis,219
1618,3,Web analytics,219
1619,2,Data analysis,220
1620,2,SAP,220
1621,5,SAS,220
1622,3,Data modeling,220
1623,5,RDBMS,220
1624,1,Coding,220
1625,2,Javascript,220
1626,4,Agile,220
1627,4,Procurement,221
1628,1,Supply chain,221
1629,1,C++,221
1630,1,Data analysis,221
1631,1,Networking,221
1632,2,Data management,221
1633,2,Data modeling,221
1634,4,MySQL,221
1635,5,deep learning,222
1636,4,Statistical analysis,222
1637,2,data science,222
1638,1,Machine learning,222
1639,5,Product planning,222
1640,2,Predictive modeling,222
1641,5,Research,222
1642,4,Forecasting,222
1643,1,Computer science,223
1644,1,Interpersonal skills,223
1645,1,Project management,223
1646,3,Technical Lead,223
1647,5,Actuarial,223
1648,3,data visualization,223
1649,2,Bioinformatics,223
1650,3,Analytics,223
1651,4,Unix,224
1652,5,Supply chain,224
1653,3,Linux,224
1654,4,Machine learning,224
1655,4,SCALA,224
1656,3,Agile,224
1657,2,Data mining,224
1658,3,Forecasting,224
1659,4,Open Source,225
1660,3,Algorithms,225
1661,4,Data Scientist,225
1662,1,Neural Networks,225
1663,3,Keras,225
1664,3,Solid Programming,225
1665,5,Machine Learning,225
1666,4,Python,225
1667,4,Procurement,226
1668,1,Computer science,226
1669,3,Cloud computing,226
1670,5,Data analysis,226
1671,2,data science,226
1672,4,Db2,226
1673,1,Coding,226
1674,2,Agile,226
1675,4,Bidding,227
1676,5,Google Analytics,227
1677,1,Data management,227
1678,5,Social networking,227
1679,5,Google AdWords,227
1680,4,PHP,227
1681,4,HTML,227
1682,1,HTTP,227
1683,3,data science,228
1684,2,E-commerce,228
1685,3,Statistics,228
1686,2,Operations research,229
1687,3,Excel,229
1688,2,Machine learning,229
1689,3,Vice President,229
1690,4,Mathematics,229
1691,3,Management,229
1692,1,Business intelligence,229
1693,5,Operations,229
1694,3,Product management,230
1695,1,Publishing,230
1696,2,Simulation,230
1697,1,Machine learning,230
1698,3,SCALA,230
1699,2,Open source,230
1700,5,SQL,230
1701,2,Python,230
1702,3,Microstrategy,231
1703,3,Computer science,231
1704,3,Mobile technology,231
1705,5,Web analytics,231
1706,4,Data modeling,231
1707,4,Social media,231
1708,2,Javascript,231
1709,4,Data mining,231
1710,2,Computer science,232
1711,1,Mobile technology,232
1712,4,Network design,232
1713,3,Data modeling,232
1714,3,MySQL,232
1715,1,Consulting,232
1716,5,Machine learning,232
1717,1,Data mining,232
1718,4,Computer science,233
1719,4,Customer acquisition,233
1720,5,Business analytics,233
1721,5,Analytical,233
1722,3,Consulting,233
1723,4,Customer retention,233
1724,2,Informatica,233
1725,3,Operations,233
1726,4,IT Skills,234
1727,1,Python,234
1728,5,Data Science,234
1729,5,Machine Learning,234
1730,4,Cloud,234
1731,2,Big Data,234
1732,4,Supply chain,234
1733,2,Computer science,234
1734,2,EDC,235
1735,5,Consulting,235
1736,2,Clinical research,235
1737,1,Life sciences,235
1738,4,Pharmacovigilance,235
1739,2,Data validation,235
1740,2,Clinical trials,235
1741,3,Bioinformatics,235
1742,2,IT Skills,236
1743,5,Python,236
1744,1,Data Science,236
1745,3,Machine Learning,236
1746,3,Tensorflow,236
1747,3,Scipy,236
1748,1,ALGORITHM,236
1749,1,SVM,236
1750,5,Data analysis,237
1751,4,Operations research,237
1752,1,data science,237
1753,1,Data management,237
1754,2,Business analytics,237
1755,1,Consulting,237
1756,5,Management consulting,237
1757,5,Business strategy,237
1758,2,advanced analytics,238
1759,5,spark,238
1760,5,Machine learning,238
1761,2,power bi,238
1762,4,Data analytics,238
1763,2,data visualization,238
1764,4,Predictive analytics,238
1765,3,Business operations,238
1766,3,Data Science,239
1767,1,Python,239
1768,2,Mechine Learning,239
1769,2,NLP,239
1770,4,AI,239
1771,3,data science,240
1772,1,Machine learning,240
1773,2,Consulting,240
1774,4,Manager Technology,240
1775,1,Mentor,240
1776,4,Deployment,240
1777,1,Investment banking,240
1778,4,Research,240
1779,3,Supply chain,241
1780,4,Computer science,241
1781,2,Automation,241
1782,2,Coding,241
1783,5,Analytical,241
1784,5,Machine learning,241
1785,2,Data mining,241
1786,3,Robotics,241
1787,3,IT services,242
1788,2,Computer science,242
1789,5,NoSQL,242
1790,2,Machine learning,242
1791,2,Schema,242
1792,4,Signal processing,242
1793,4,Natural language processing,242
1794,4,Customer engagement,242
1795,4,GCP,243
1796,1,Analytical,243
1797,4,Machine learning,243
1798,3,SMS,243
1799,3,Agile,243
1800,5,Open source,243
1801,1,Monitoring,243
1802,2,SQL,243
1803,4,Product engineering,244
1804,5,Talent acquisition,244
1805,3,Neural networks,244
1806,5,spark,244
1807,5,Analytical,244
1808,2,Machine learning,244
1809,1,Open source,244
1810,3,SQL,244
1811,2,Computer science,245
1812,1,SAS,245
1813,1,Consulting,245
1814,2,Data Analyst,245
1815,2,Perl,245
1816,1,Business solutions,245
1817,1,Ruby,245
1818,1,Performance improvement,245
1819,4,Team management,246
1820,1,Prototype,246
1821,2,data science,246
1822,4,Analytical,246
1823,2,Machine learning,246
1824,4,Agile,246
1825,3,Customer engagement,246
1826,3,Statistics,246
1827,1,Unix,247
1828,1,Product management,247
1829,2,Computer science,247
1830,3,Operations research,247
1831,5,Simulation,247
1832,2,Machine learning,247
1833,1,Distribution system,247
1834,5,Forecasting,247
1835,3,SAS,248
1836,5,Social media,248
1837,3,Analytical,248
1838,1,Data collection,248
1839,2,Predictive modeling,248
1840,4,Data mining,248
1841,4,Forecasting,248
1842,4,Analytics,248
1843,4,Quality improvement,249
1844,4,GCP,249
1845,1,Project management,249
1846,3,Debugging,249
1847,1,Cloud,249
1848,4,Conceptualization,249
1849,1,Subject Matter Expert,249
1850,3,AWS,249
1851,3,Data Analytics,250
1852,5,Power - BI,250
1853,2,Data Science,250
1854,3,Big Data Technologies,250
1855,4,communication,250
1856,4,SQL,250
1857,1,Python,250
1858,1,Git,250
1859,4,deep learning,251
1860,2,Prototype,251
1861,2,data science,251
1862,4,Analytical,251
1863,5,Finance,251
1864,5,Machine learning,251
1865,4,Customer engagement,251
1866,2,Financial services,251
1867,1,Mining,252
1868,4,Version control,252
1869,2,GIT,252
1870,3,data science,252
1871,2,Analytical,252
1872,2,Shell scripting,252
1873,2,Machine learning,252
1874,4,data visualization,252
1875,3,IT Skills,253
1876,3,Python,253
1877,5,Data Science,253
1878,3,Tableau,253
1879,1,Power BI,253
1880,3,Service management,253
1881,1,SAN,253
1882,3,Instrumentation,253
1883,1,Power BI,254
1884,2,Python,254
1885,1,Tableau,254
1886,4,R,254
1887,1,SQL,254
1888,1,IT Skills,254
1889,5,Data Science,254
1890,4,Billing,254
1891,5,machine learning,255
1892,5,Cloud,255
1893,3,Python,255
1894,4,predictive modelling,255
1895,5,Logistic Regression,255
1896,3,Factor Analysis,255
1897,3,Regression Analysis,255
1898,4,market scenerio,255
1899,3,Data Science,256
1900,1,Credit Risk Modelling,256
1901,5,Fraud Risk Assessment,256
1902,4,Big Data Analytics,256
1903,1,python,256
1904,1,Hadoop Spark,256
1905,2,Machine Learning,256
1906,3,Fraud Analytics,256
1907,4,data analysis,257
1908,4,data science,257
1909,5,machine learning,257
1910,2,artificial intelligence,257
1911,1,text analytics,257
1912,1,Java,257
1913,2,deep learning,257
1914,3,python,257
1915,3,data scientist,258
1916,1,Data Analysis,258
1917,5,data forecasting,258
1918,2,Data Mining,258
1919,1,Data modelling,258
1920,4,R,259
1921,1,Tableau,259
1922,4,communication,259
1923,1,modeling,259
1924,5,C#,259
1925,1,Python,259
1926,5,Shiny,259
1927,1,Java,259
1928,4,Data Science,260
1929,2,Data Engineering,260
1930,1,Big Data,260
1931,3,Tableau,260
1932,5,Data Analytics,260
1933,3,Statistics,260
1934,5,Scikit-Learn,260
1935,4,Azure Devops,260
1936,4,object - oriented programming,261
1937,3,unit testing,261
1938,3,written communication,261
1939,5,Python,261
1940,3,OOP,261
1941,1,SQL,261
1942,1,PySpark,261
1943,2,git,261
1944,5,git,262
1945,4,written communication,262
1946,3,unit testing,262
1947,4,object - oriented programming,262
